分拣中心,日期,班次,正式工人数,临时工人数
SC15,10,05:00-13:00,104,12
SC15,10,08:00-16:00,77,85
SC15,10,12:00-20:00,91,22
SC15,10,14:00-22:00,36,68
SC15,10,16:00-24:00,36,93
SC15,11,00:00-08:00,31,56
SC15,11,05:00-13:00,76,91
SC15,11,08:00-16:00,76,20
SC15,11,12:00-20:00,52,51
SC15,11,14:00-22:00,37,54
SC15,11,16:00-24:00,71,60
SC15,12,00:00-08:00,20,58
SC15,12,05:00-13:00,93,66
SC15,12,08:00-16:00,72,96
SC15,12,12:00-20:00,12,96
SC15,12,14:00-22:00,52,47
SC15,12,16:00-24:00,67,74
SC15,13,00:00-08:00,86,68
SC15,13,05:00-13:00,96,72
SC15,13,08:00-16:00,95,74
SC15,13,12:00-20:00,50,63
SC15,13,14:00-22:00,26,26
SC15,13,16:00-24:00,32,82
SC15,14,00:00-08:00,105,71
SC15,14,05:00-13:00,36,41
SC15,14,08:00-16:00,53,51
SC15,14,12:00-20:00,112,68
SC15,14,14:00-22:00,97,55
SC15,14,16:00-24:00,50,60
SC15,15,00:00-08:00,62,96
SC15,15,05:00-13:00,37,52
SC15,15,08:00-16:00,78,39
SC15,15,12:00-20:00,33,52
SC15,15,14:00-22:00,58,84
SC15,15,16:00-24:00,26,65
SC15,16,00:00-08:00,75,74
SC15,16,05:00-13:00,71,59
SC15,16,08:00-16:00,36,55
SC15,16,12:00-20:00,92,68
SC15,16,14:00-22:00,86,38
SC15,16,16:00-24:00,84,83
SC15,17,00:00-08:00,77,72
SC15,17,05:00-13:00,43,65
SC15,17,08:00-16:00,75,85
SC15,17,12:00-20:00,79,15
SC15,17,14:00-22:00,20,64
SC15,17,16:00-24:00,26,40
SC15,18,00:00-08:00,44,32
SC15,18,05:00-13:00,61,94
SC15,18,08:00-16:00,93,50
SC15,18,12:00-20:00,48,89
SC15,18,14:00-22:00,91,22
SC15,18,16:00-24:00,77,95
SC15,19,00:00-08:00,43,58
SC15,19,05:00-13:00,108,62
SC15,19,08:00-16:00,67,92
SC15,19,12:00-20:00,108,75
SC15,19,14:00-22:00,85,4
SC15,19,16:00-24:00,62,58
SC15,20,00:00-08:00,64,25
SC15,20,05:00-13:00,22,93
SC15,20,08:00-16:00,19,110
SC15,20,12:00-20:00,73,84
SC15,20,14:00-22:00,33,28
SC15,20,16:00-24:00,17,88
SC15,21,00:00-08:00,67,44
SC15,21,05:00-13:00,41,60
SC15,21,08:00-16:00,29,22
SC15,21,12:00-20:00,59,87
SC15,21,14:00-22:00,15,89
SC15,21,16:00-24:00,76,69
SC15,22,00:00-08:00,48,40
SC15,22,05:00-13:00,31,32
SC15,22,08:00-16:00,45,91
SC15,22,12:00-20:00,16,100
SC15,22,14:00-22:00,51,57
SC15,22,16:00-24:00,73,55
SC15,23,00:00-08:00,58,91
SC15,23,05:00-13:00,102,66
SC15,23,08:00-16:00,47,37
SC15,23,12:00-20:00,22,41
SC15,23,14:00-22:00,75,95
SC15,23,16:00-24:00,3,91
SC15,24,00:00-08:00,31,27
SC15,24,05:00-13:00,54,40
SC15,24,08:00-16:00,80,112
SC15,24,12:00-20:00,69,42
SC15,24,14:00-22:00,55,68
SC15,24,16:00-24:00,38,39
SC15,25,00:00-08:00,38,66
SC15,25,05:00-13:00,50,54
SC15,25,08:00-16:00,68,31
SC15,25,12:00-20:00,49,19
SC15,25,14:00-22:00,24,52
SC15,25,16:00-24:00,65,108
SC15,26,00:00-08:00,64,87
SC15,26,05:00-13:00,31,50
SC15,26,08:00-16:00,88,68
SC15,26,12:00-20:00,90,67
SC15,26,14:00-22:00,71,68
SC15,26,16:00-24:00,91,20
SC15,27,00:00-08:00,62,65
SC15,27,05:00-13:00,95,104
SC15,27,08:00-16:00,68,68
SC15,27,12:00-20:00,51,52
SC15,27,14:00-22:00,40,45
SC15,27,16:00-24:00,82,73
SC15,28,00:00-08:00,52,38
SC15,28,05:00-13:00,29,106
SC15,28,08:00-16:00,67,77
SC15,28,12:00-20:00,100,54
SC15,28,14:00-22:00,84,41
SC15,28,16:00-24:00,30,86
SC15,29,00:00-08:00,74,78
SC15,29,05:00-13:00,3,42
SC15,29,08:00-16:00,62,95
SC15,29,12:00-20:00,28,71
SC15,29,14:00-22:00,69,69
SC15,29,16:00-24:00,23,57
SC15,30,00:00-08:00,25,57
SC15,30,05:00-13:00,74,76
SC15,30,08:00-16:00,103,37
SC15,30,12:00-20:00,59,100
SC15,30,14:00-22:00,47,84
SC15,30,16:00-24:00,54,54
SC16,1,00:00-08:00,9,83
SC16,1,05:00-13:00,82,31
SC16,1,08:00-16:00,74,65
SC16,1,12:00-20:00,69,89
SC16,1,14:00-22:00,26,67
SC16,1,16:00-24:00,48,55
SC16,2,00:00-08:00,60,72
SC16,2,05:00-13:00,29,59
SC16,2,08:00-16:00,56,34
SC16,2,12:00-20:00,42,35
SC16,2,14:00-22:00,62,77
SC16,2,16:00-24:00,57,63
SC16,3,00:00-08:00,77,89
SC16,3,05:00-13:00,32,72
SC16,3,08:00-16:00,32,109
SC16,3,12:00-20:00,77,85
SC16,3,14:00-22:00,109,96
SC16,3,16:00-24:00,23,38
SC16,4,00:00-08:00,62,115
SC16,4,05:00-13:00,28,76
SC16,4,08:00-16:00,107,61
SC16,4,12:00-20:00,45,60
SC16,4,14:00-22:00,78,62
SC16,4,16:00-24:00,57,56
SC16,5,00:00-08:00,35,105
SC16,5,05:00-13:00,66,97
SC16,5,08:00-16:00,65,30
SC16,5,12:00-20:00,36,105
SC16,5,14:00-22:00,48,38
SC16,5,16:00-24:00,9,38
SC16,6,00:00-08:00,62,57
SC16,6,05:00-13:00,84,41
SC16,6,08:00-16:00,37,8
SC16,6,12:00-20:00,40,50
SC16,6,14:00-22:00,61,79
SC16,6,16:00-24:00,38,62
SC16,7,00:00-08:00,94,86
SC16,7,05:00-13:00,33,60
SC16,7,08:00-16:00,70,63
SC16,7,12:00-20:00,57,61
SC16,7,14:00-22:00,98,116
SC16,7,16:00-24:00,108,87
SC16,8,00:00-08:00,98,89
SC16,8,05:00-13:00,86,57
SC16,8,08:00-16:00,34,35
SC16,8,12:00-20:00,46,42
SC16,8,14:00-22:00,41,44
SC16,8,16:00-24:00,43,92
SC16,9,00:00-08:00,82,7
SC16,9,05:00-13:00,17,90
SC16,9,08:00-16:00,83,95
SC16,9,12:00-20:00,18,75
SC16,9,14:00-22:00,40,58
SC16,9,16:00-24:00,64,28
SC16,10,00:00-08:00,26,72
SC16,10,05:00-13:00,104,12
SC16,10,08:00-16:00,77,85
SC16,10,12:00-20:00,91,22
SC16,10,14:00-22:00,36,68
SC16,10,16:00-24:00,36,93
SC16,11,00:00-08:00,31,56
SC16,11,05:00-13:00,76,91
SC16,11,08:00-16:00,76,20
SC16,11,12:00-20:00,52,51
SC16,11,14:00-22:00,37,54
SC16,11,16:00-24:00,71,60
SC16,12,00:00-08:00,20,58
SC16,12,05:00-13:00,93,66
SC16,12,08:00-16:00,72,96
SC16,12,12:00-20:00,12,96
SC16,12,14:00-22:00,52,47
SC16,12,16:00-24:00,67,74
SC16,13,00:00-08:00,86,68
SC16,13,05:00-13:00,96,72
SC16,13,08:00-16:00,95,74
SC16,13,12:00-20:00,50,63
SC16,13,14:00-22:00,26,26
SC16,13,16:00-24:00,32,82
SC16,14,00:00-08:00,105,71
SC16,14,05:00-13:00,36,41
SC16,14,08:00-16:00,53,51
SC16,14,12:00-20:00,112,68
SC16,14,14:00-22:00,97,55
SC16,14,16:00-24:00,50,60
SC16,15,00:00-08:00,62,96
SC16,15,05:00-13:00,37,52
SC16,15,08:00-16:00,78,39
SC16,15,12:00-20:00,33,52
SC16,15,14:00-22:00,58,84
SC16,15,16:00-24:00,26,65
SC16,16,00:00-08:00,75,74
SC16,16,05:00-13:00,71,59
SC16,16,08:00-16:00,36,55
SC16,16,12:00-20:00,92,68
SC16,16,14:00-22:00,86,38
SC16,16,16:00-24:00,84,83
SC16,17,00:00-08:00,77,72
SC16,17,05:00-13:00,43,65
SC16,17,08:00-16:00,75,85
SC16,17,12:00-20:00,79,15
SC16,17,14:00-22:00,20,64
SC16,17,16:00-24:00,26,40
SC16,18,00:00-08:00,44,32
SC16,18,05:00-13:00,61,94
SC16,18,08:00-16:00,93,50
SC16,18,12:00-20:00,48,89
SC16,18,14:00-22:00,91,22
SC16,18,16:00-24:00,77,95
SC16,19,00:00-08:00,43,58
SC16,19,05:00-13:00,108,62
SC16,19,08:00-16:00,67,92
SC16,19,12:00-20:00,108,75
SC16,19,14:00-22:00,85,4
SC16,19,16:00-24:00,62,58
SC16,20,00:00-08:00,64,25
SC16,20,05:00-13:00,22,93
SC16,20,08:00-16:00,19,110
SC16,20,12:00-20:00,73,84
SC16,20,14:00-22:00,33,28
SC16,20,16:00-24:00,17,88
SC16,21,00:00-08:00,67,44
SC16,21,05:00-13:00,41,60
SC16,21,08:00-16:00,29,22
SC16,21,12:00-20:00,59,87
SC16,21,14:00-22:00,15,89
SC16,21,16:00-24:00,76,69
SC16,22,00:00-08:00,48,40
SC16,22,05:00-13:00,31,32
SC16,22,08:00-16:00,45,91
SC16,22,12:00-20:00,16,100
SC16,22,14:00-22:00,51,57
SC16,22,16:00-24:00,73,55
SC16,23,00:00-08:00,58,91
SC16,23,05:00-13:00,102,66
SC16,23,08:00-16:00,47,37
SC16,23,12:00-20:00,22,41
SC16,23,14:00-22:00,75,95
SC16,23,16:00-24:00,3,91
SC16,24,00:00-08:00,31,27
SC16,24,05:00-13:00,54,40
SC16,24,08:00-16:00,80,112
SC16,24,12:00-20:00,69,42
SC16,24,14:00-22:00,55,68
SC16,24,16:00-24:00,38,39
SC16,25,00:00-08:00,38,66
SC16,25,05:00-13:00,50,54
SC16,25,08:00-16:00,68,31
SC16,25,12:00-20:00,49,19
SC16,25,14:00-22:00,24,52
SC16,25,16:00-24:00,65,108
SC16,26,00:00-08:00,64,87
SC16,26,05:00-13:00,31,50
SC16,26,08:00-16:00,88,68
SC16,26,12:00-20:00,90,67
SC16,26,14:00-22:00,71,68
SC16,26,16:00-24:00,91,20
SC16,27,00:00-08:00,62,65
SC16,27,05:00-13:00,95,104
SC16,27,08:00-16:00,68,68
SC16,27,12:00-20:00,51,52
SC16,27,14:00-22:00,40,45
SC16,27,16:00-24:00,82,73
SC16,28,00:00-08:00,52,38
SC16,28,05:00-13:00,29,106
SC16,28,08:00-16:00,67,77
SC16,28,12:00-20:00,100,54
SC16,28,14:00-22:00,84,41
SC16,28,16:00-24:00,30,86
SC16,29,00:00-08:00,74,78
SC16,29,05:00-13:00,3,42
SC16,29,08:00-16:00,62,95
SC16,29,12:00-20:00,28,71
SC16,29,14:00-22:00,69,69
SC16,29,16:00-24:00,23,57
SC16,30,00:00-08:00,25,57
SC16,30,05:00-13:00,74,76
SC16,30,08:00-16:00,103,37
SC16,30,12:00-20:00,59,100
SC16,30,14:00-22:00,47,84
SC16,30,16:00-24:00,54,54
SC17,1,00:00-08:00,9,83
SC17,1,05:00-13:00,82,31
SC17,1,08:00-16:00,74,65
SC17,1,12:00-20:00,69,89
SC17,1,14:00-22:00,26,67
SC17,1,16:00-24:00,48,55
SC17,2,00:00-08:00,60,72
SC17,2,05:00-13:00,29,59
SC17,2,08:00-16:00,56,34
SC17,2,12:00-20:00,42,35
SC17,2,14:00-22:00,62,77
SC17,2,16:00-24:00,57,63
SC17,3,00:00-08:00,77,89
SC17,3,05:00-13:00,32,72
SC17,3,08:00-16:00,32,109
SC17,3,12:00-20:00,77,85
SC17,3,14:00-22:00,109,96
SC17,3,16:00-24:00,23,38
SC17,4,00:00-08:00,62,115
SC17,4,05:00-13:00,28,76
SC17,4,08:00-16:00,107,61
SC17,4,12:00-20:00,45,60
SC17,4,14:00-22:00,78,62
SC17,4,16:00-24:00,57,56
SC17,5,00:00-08:00,35,105
SC17,5,05:00-13:00,66,97
SC17,5,08:00-16:00,65,30
SC17,5,12:00-20:00,36,105
SC17,5,14:00-22:00,48,38
SC17,5,16:00-24:00,9,38
SC17,6,00:00-08:00,62,57
SC17,6,05:00-13:00,84,41
SC17,6,08:00-16:00,37,8
SC17,6,12:00-20:00,40,50
SC17,6,14:00-22:00,61,79
SC17,6,16:00-24:00,38,62
SC17,7,00:00-08:00,94,86
SC17,7,05:00-13:00,33,60
SC17,7,08:00-16:00,70,63
SC17,7,12:00-20:00,57,61
SC17,7,14:00-22:00,98,116
SC17,7,16:00-24:00,108,87
SC17,8,00:00-08:00,98,89
SC17,8,05:00-13:00,86,57
SC17,8,08:00-16:00,34,35
SC17,8,12:00-20:00,46,42
SC17,8,14:00-22:00,41,44
SC17,8,16:00-24:00,43,92
SC17,9,00:00-08:00,82,7
SC17,9,05:00-13:00,17,90
SC17,9,08:00-16:00,83,95
SC17,9,12:00-20:00,18,75
SC17,9,14:00-22:00,40,58
SC17,9,16:00-24:00,64,28
SC17,10,00:00-08:00,26,72
SC17,10,05:00-13:00,104,12
SC17,10,08:00-16:00,77,85
SC17,10,12:00-20:00,91,22
SC17,10,14:00-22:00,36,68
SC17,10,16:00-24:00,36,93
SC17,11,00:00-08:00,31,56
SC17,11,05:00-13:00,76,91
SC17,11,08:00-16:00,76,20
SC17,11,12:00-20:00,52,51
SC17,11,14:00-22:00,37,54
SC17,11,16:00-24:00,71,60
SC17,12,00:00-08:00,20,58
SC17,12,05:00-13:00,93,66
SC17,12,08:00-16:00,72,96
SC17,12,12:00-20:00,12,96
SC17,12,14:00-22:00,52,47
SC17,12,16:00-24:00,67,74
SC17,13,00:00-08:00,86,68
SC17,13,05:00-13:00,96,72
SC17,13,08:00-16:00,95,74
SC17,13,12:00-20:00,50,63
SC17,13,14:00-22:00,26,26
SC17,13,16:00-24:00,32,82
SC17,14,00:00-08:00,105,71
SC17,14,05:00-13:00,36,41
SC17,14,08:00-16:00,53,51
SC17,14,12:00-20:00,112,68
SC17,14,14:00-22:00,97,55
SC17,14,16:00-24:00,50,60
SC17,15,00:00-08:00,62,96
SC17,15,05:00-13:00,37,52
SC17,15,08:00-16:00,78,39
SC17,15,12:00-20:00,33,52
SC17,15,14:00-22:00,58,84
SC17,15,16:00-24:00,26,65
SC17,16,00:00-08:00,75,74
SC17,16,05:00-13:00,71,59
SC17,16,08:00-16:00,36,55
SC17,16,12:00-20:00,92,68
SC17,16,14:00-22:00,86,38
SC17,16,16:00-24:00,84,83
SC17,17,00:00-08:00,77,72
SC17,17,05:00-13:00,43,65
SC17,17,08:00-16:00,75,85
SC17,17,12:00-20:00,79,15
SC17,17,14:00-22:00,20,64
SC17,17,16:00-24:00,26,40
SC17,18,00:00-08:00,44,32
SC17,18,05:00-13:00,61,94
SC17,18,08:00-16:00,93,50
SC17,18,12:00-20:00,48,89
SC17,18,14:00-22:00,91,22
SC17,18,16:00-24:00,77,95
SC17,19,00:00-08:00,43,58
SC17,19,05:00-13:00,108,62
SC17,19,08:00-16:00,67,92
SC17,19,12:00-20:00,108,75
SC17,19,14:00-22:00,85,4
SC17,19,16:00-24:00,62,58
SC17,20,00:00-08:00,64,25
SC17,20,05:00-13:00,22,93
SC17,20,08:00-16:00,19,110
SC17,20,12:00-20:00,73,84
SC17,20,14:00-22:00,33,28
SC17,20,16:00-24:00,17,88
SC17,21,00:00-08:00,67,44
SC17,21,05:00-13:00,41,60
SC17,21,08:00-16:00,29,22
SC17,21,12:00-20:00,59,87
SC17,21,14:00-22:00,15,89
SC17,21,16:00-24:00,76,69
SC17,22,00:00-08:00,48,40
SC17,22,05:00-13:00,31,32
SC17,22,08:00-16:00,45,91
SC17,22,12:00-20:00,16,100
SC17,22,14:00-22:00,51,57
SC17,22,16:00-24:00,73,55
SC17,23,00:00-08:00,58,91
SC17,23,05:00-13:00,102,66
SC17,23,08:00-16:00,47,37
SC17,23,12:00-20:00,22,41
SC17,23,14:00-22:00,75,95
SC17,23,16:00-24:00,3,91
SC17,24,00:00-08:00,31,27
SC17,24,05:00-13:00,54,40
SC17,24,08:00-16:00,80,112
SC17,24,12:00-20:00,69,42
SC17,24,14:00-22:00,55,68
SC17,24,16:00-24:00,38,39
SC17,25,00:00-08:00,38,66
SC17,25,05:00-13:00,50,54
SC17,25,08:00-16:00,68,31
SC17,25,12:00-20:00,49,19
SC17,25,14:00-22:00,24,52
SC17,25,16:00-24:00,65,108
SC17,26,00:00-08:00,64,87
SC17,26,05:00-13:00,31,50
SC17,26,08:00-16:00,88,68
SC17,26,12:00-20:00,90,67
SC17,26,14:00-22:00,71,68
SC17,26,16:00-24:00,91,20
SC17,27,00:00-08:00,62,65
SC17,27,05:00-13:00,95,104
SC17,27,08:00-16:00,68,68
SC17,27,12:00-20:00,51,52
SC17,27,14:00-22:00,40,45
SC17,27,16:00-24:00,82,73
SC17,28,00:00-08:00,52,38
SC17,28,05:00-13:00,29,106
SC17,28,08:00-16:00,67,77
SC17,28,12:00-20:00,100,54
SC17,28,14:00-22:00,84,41
SC17,28,16:00-24:00,30,86
SC17,29,00:00-08:00,74,78
SC17,29,05:00-13:00,3,42
SC17,29,08:00-16:00,62,95
SC17,29,12:00-20:00,28,71
SC17,29,14:00-22:00,69,69
SC17,29,16:00-24:00,23,57
SC17,30,00:00-08:00,25,57
SC17,30,05:00-13:00,74,76
SC17,30,08:00-16:00,103,37
SC17,30,12:00-20:00,59,100
SC17,30,14:00-22:00,47,84
SC17,30,16:00-24:00,54,54
SC18,1,00:00-08:00,9,83
SC18,1,05:00-13:00,82,31
SC18,1,08:00-16:00,74,65
SC18,1,12:00-20:00,69,89
SC18,1,14:00-22:00,26,67
SC18,1,16:00-24:00,48,55
SC18,2,00:00-08:00,60,72
SC18,2,05:00-13:00,29,59
SC18,2,08:00-16:00,56,34
SC18,2,12:00-20:00,42,35
SC18,2,14:00-22:00,62,77
SC18,2,16:00-24:00,57,63
SC18,3,00:00-08:00,77,89
SC18,3,05:00-13:00,32,72
SC18,3,08:00-16:00,32,109
SC18,3,12:00-20:00,77,85
SC18,3,14:00-22:00,109,96
SC18,3,16:00-24:00,23,38
SC18,4,00:00-08:00,62,115
SC18,4,05:00-13:00,28,76
SC18,4,08:00-16:00,107,61
SC18,4,12:00-20:00,45,60
SC18,4,14:00-22:00,78,62
SC18,4,16:00-24:00,57,56
SC18,5,00:00-08:00,35,105
SC18,5,05:00-13:00,66,97
SC18,5,08:00-16:00,65,30
SC18,5,12:00-20:00,36,105
SC18,5,14:00-22:00,48,38
SC18,5,16:00-24:00,9,38
SC18,6,00:00-08:00,62,57
SC18,6,05:00-13:00,84,41
SC18,6,08:00-16:00,37,8
SC18,6,12:00-20:00,40,50
SC18,6,14:00-22:00,61,79
SC18,6,16:00-24:00,38,62
SC18,7,00:00-08:00,94,86
SC18,7,05:00-13:00,33,60
SC18,7,08:00-16:00,70,63
SC18,7,12:00-20:00,57,61
SC18,7,14:00-22:00,98,116
SC18,7,16:00-24:00,108,87
SC18,8,00:00-08:00,98,89
SC18,8,05:00-13:00,86,57
SC18,8,08:00-16:00,34,35
SC18,8,12:00-20:00,46,42
SC18,8,14:00-22:00,41,44
SC18,8,16:00-24:00,43,92
SC18,9,00:00-08:00,82,7
SC18,9,05:00-13:00,17,90
SC18,9,08:00-16:00,83,95
SC18,9,12:00-20:00,18,75
SC18,9,14:00-22:00,40,58
SC18,9,16:00-24:00,64,28
SC18,10,00:00-08:00,26,72
SC18,10,05:00-13:00,104,12
SC18,10,08:00-16:00,77,85
SC18,10,12:00-20:00,91,22
SC18,10,14:00-22:00,36,68
SC18,10,16:00-24:00,36,93
SC18,11,00:00-08:00,31,56
SC18,11,05:00-13:00,76,91
SC18,11,08:00-16:00,76,20
SC18,11,12:00-20:00,52,51
SC18,11,14:00-22:00,37,54
SC18,11,16:00-24:00,71,60
SC18,12,00:00-08:00,20,58
SC18,12,05:00-13:00,93,66
SC18,12,08:00-16:00,72,96
SC18,12,12:00-20:00,12,96
SC18,12,14:00-22:00,52,47
SC18,12,16:00-24:00,67,74
SC18,13,00:00-08:00,86,68
SC18,13,05:00-13:00,96,72
SC18,13,08:00-16:00,95,74
SC18,13,12:00-20:00,50,63
SC18,13,14:00-22:00,26,26
SC18,13,16:00-24:00,32,82
SC18,14,00:00-08:00,105,71
SC18,14,05:00-13:00,36,41
SC18,14,08:00-16:00,53,51
SC18,14,12:00-20:00,112,68
SC18,14,14:00-22:00,97,55
SC18,14,16:00-24:00,50,60
SC18,15,00:00-08:00,62,96
SC18,15,05:00-13:00,37,52
SC18,15,08:00-16:00,78,39
SC18,15,12:00-20:00,33,52
SC18,15,14:00-22:00,58,84
SC18,15,16:00-24:00,26,65
SC18,16,00:00-08:00,75,74
SC18,16,05:00-13:00,71,59
SC18,16,08:00-16:00,36,55
SC18,16,12:00-20:00,92,68
SC18,16,14:00-22:00,86,38
SC18,16,16:00-24:00,84,83
SC18,17,00:00-08:00,77,72
SC18,17,05:00-13:00,43,65
SC18,17,08:00-16:00,75,85
SC18,17,12:00-20:00,79,15
SC18,17,14:00-22:00,20,64
SC18,17,16:00-24:00,26,40
SC18,18,00:00-08:00,44,32
SC18,18,05:00-13:00,61,94
SC18,18,08:00-16:00,93,50
SC18,18,12:00-20:00,48,89
SC18,18,14:00-22:00,91,22
SC18,18,16:00-24:00,77,95
SC18,19,00:00-08:00,43,58
SC18,19,05:00-13:00,108,62
SC18,19,08:00-16:00,67,92
SC18,19,12:00-20:00,108,75
SC18,19,14:00-22:00,85,4
SC18,19,16:00-24:00,62,58
SC18,20,00:00-08:00,64,25
SC18,20,05:00-13:00,22,93
SC18,20,08:00-16:00,19,110
SC18,20,12:00-20:00,73,84
SC18,20,14:00-22:00,33,28
SC18,20,16:00-24:00,17,88
SC18,21,00:00-08:00,67,44
SC18,21,05:00-13:00,41,60
SC18,21,08:00-16:00,29,22
SC18,21,12:00-20:00,59,87
SC18,21,14:00-22:00,15,89
SC18,21,16:00-24:00,76,69
SC18,22,00:00-08:00,48,40
SC18,22,05:00-13:00,31,32
SC18,22,08:00-16:00,45,91
SC18,22,12:00-20:00,16,100
SC18,22,14:00-22:00,51,57
SC18,22,16:00-24:00,73,55
SC18,23,00:00-08:00,58,91
SC18,23,05:00-13:00,102,66
SC18,23,08:00-16:00,47,37
SC18,23,12:00-20:00,22,41
SC18,23,14:00-22:00,75,95
SC18,23,16:00-24:00,3,91
SC18,24,00:00-08:00,31,27
SC18,24,05:00-13:00,54,40
SC18,24,08:00-16:00,80,112
SC18,24,12:00-20:00,69,42
SC18,24,14:00-22:00,55,68
SC18,24,16:00-24:00,38,39
SC18,25,00:00-08:00,38,66
SC18,25,05:00-13:00,50,54
SC18,25,08:00-16:00,68,31
SC18,25,12:00-20:00,49,19
SC18,25,14:00-22:00,24,52
SC18,25,16:00-24:00,65,108
SC18,26,00:00-08:00,64,87
SC18,26,05:00-13:00,31,50
SC18,26,08:00-16:00,88,68
SC18,26,12:00-20:00,90,67
SC18,26,14:00-22:00,71,68
SC18,26,16:00-24:00,91,20
SC18,27,00:00-08:00,62,65
SC18,27,05:00-13:00,95,104
SC18,27,08:00-16:00,68,68
SC18,27,12:00-20:00,51,52
SC18,27,14:00-22:00,40,45
SC18,27,16:00-24:00,82,73
SC18,28,00:00-08:00,52,38
SC18,28,05:00-13:00,29,106
SC18,28,08:00-16:00,67,77
SC18,28,12:00-20:00,100,54
SC18,28,14:00-22:00,84,41
SC18,28,16:00-24:00,30,86
SC18,29,00:00-08:00,74,78
SC18,29,05:00-13:00,3,42
SC18,29,08:00-16:00,62,95
SC18,29,12:00-20:00,28,71
SC18,29,14:00-22:00,69,69
SC18,29,16:00-24:00,23,57
SC18,30,00:00-08:00,25,57
SC18,30,05:00-13:00,74,76
SC18,30,08:00-16:00,103,37
SC18,30,12:00-20:00,59,100
SC18,30,14:00-22:00,47,84
SC18,30,16:00-24:00,54,54
SC19,1,00:00-08:00,9,83
SC19,1,05:00-13:00,82,31
SC19,1,08:00-16:00,74,65
SC19,1,12:00-20:00,69,89
SC19,1,14:00-22:00,26,67
SC19,1,16:00-24:00,48,55
SC19,2,00:00-08:00,60,72
SC19,2,05:00-13:00,29,59
SC19,2,08:00-16:00,56,34
SC19,2,12:00-20:00,42,35
SC19,2,14:00-22:00,62,77
SC19,2,16:00-24:00,57,63
SC19,3,00:00-08:00,77,89
SC19,3,05:00-13:00,32,72
SC19,3,08:00-16:00,32,109
SC19,3,12:00-20:00,77,85
SC19,3,14:00-22:00,109,96
SC19,3,16:00-24:00,23,38
SC19,4,00:00-08:00,62,115
SC19,4,05:00-13:00,28,76
SC19,4,08:00-16:00,107,61
SC19,4,12:00-20:00,45,60
SC19,4,14:00-22:00,78,62
SC19,4,16:00-24:00,57,56
SC19,5,00:00-08:00,35,105
SC19,5,05:00-13:00,66,97
SC19,5,08:00-16:00,65,30
SC19,5,12:00-20:00,36,105
SC19,5,14:00-22:00,48,38
SC19,5,16:00-24:00,9,38
SC19,6,00:00-08:00,62,57
SC19,6,05:00-13:00,84,41
SC19,6,08:00-16:00,37,8
SC19,6,12:00-20:00,40,50
SC19,6,14:00-22:00,61,79
SC19,6,16:00-24:00,38,62
SC19,7,00:00-08:00,94,86
SC19,7,05:00-13:00,33,60
SC19,7,08:00-16:00,70,63
SC19,7,12:00-20:00,57,61
SC19,7,14:00-22:00,98,116
SC19,7,16:00-24:00,108,87
SC19,8,00:00-08:00,98,89
SC19,8,05:00-13:00,86,57
SC19,8,08:00-16:00,34,35
SC19,8,12:00-20:00,46,42
SC19,8,14:00-22:00,41,44
SC19,8,16:00-24:00,43,92
SC19,9,00:00-08:00,82,7
SC19,9,05:00-13:00,17,90
SC19,9,08:00-16:00,83,95
SC19,9,12:00-20:00,18,75
SC19,9,14:00-22:00,40,58
SC19,9,16:00-24:00,64,28
SC19,10,00:00-08:00,26,72
SC19,10,05:00-13:00,104,12
SC19,10,08:00-16:00,77,85
SC19,10,12:00-20:00,91,22
SC19,10,14:00-22:00,36,68
SC19,10,16:00-24:00,36,93
SC19,11,00:00-08:00,31,56
SC19,11,05:00-13:00,76,91
SC19,11,08:00-16:00,76,20
SC19,11,12:00-20:00,52,51
SC19,11,14:00-22:00,37,54
SC19,11,16:00-24:00,71,60
SC19,12,00:00-08:00,20,58
SC19,12,05:00-13:00,93,66
SC19,12,08:00-16:00,72,96
SC19,12,12:00-20:00,12,96
SC19,12,14:00-22:00,52,47
SC19,12,16:00-24:00,67,74
SC19,13,00:00-08:00,86,68
SC19,13,05:00-13:00,96,72
SC19,13,08:00-16:00,95,74
SC19,13,12:00-20:00,50,63
SC19,13,14:00-22:00,26,26
SC19,13,16:00-24:00,32,82
SC19,14,00:00-08:00,105,71
SC19,14,05:00-13:00,36,41
SC19,14,08:00-16:00,53,51
SC19,14,12:00-20:00,112,68
SC19,14,14:00-22:00,97,55
SC19,14,16:00-24:00,50,60
SC19,15,00:00-08:00,62,96
SC19,15,05:00-13:00,37,52
SC19,15,08:00-16:00,78,39
SC19,15,12:00-20:00,33,52
SC19,15,14:00-22:00,58,84
SC19,15,16:00-24:00,26,65
SC19,16,00:00-08:00,75,74
SC19,16,05:00-13:00,71,59
SC19,16,08:00-16:00,36,55
SC19,16,12:00-20:00,92,68
SC19,16,14:00-22:00,86,38
SC19,16,16:00-24:00,84,83
SC19,17,00:00-08:00,77,72
SC19,17,05:00-13:00,43,65
SC19,17,08:00-16:00,75,85
SC19,17,12:00-20:00,79,15
SC19,17,14:00-22:00,20,64
SC19,17,16:00-24:00,26,40
SC19,18,00:00-08:00,44,32
SC19,18,05:00-13:00,61,94
SC19,18,08:00-16:00,93,50
SC19,18,12:00-20:00,48,89
SC19,18,14:00-22:00,91,22
SC19,18,16:00-24:00,77,95
SC19,19,00:00-08:00,43,58
SC19,19,05:00-13:00,108,62
SC19,19,08:00-16:00,67,92
