分拣中心,日期,小时,货量
SC10,2023-12-1,23,
SC10,2023-12-2,0,
SC10,2023-12-2,1,
SC10,2023-12-2,2,
SC10,2023-12-2,3,
SC10,2023-12-2,4,
SC10,2023-12-2,5,
SC10,2023-12-2,6,
SC10,2023-12-2,7,
SC10,2023-12-2,8,
SC10,2023-12-2,9,
SC10,2023-12-2,10,
SC10,2023-12-2,11,
SC10,2023-12-2,12,
SC10,2023-12-2,13,
SC10,2023-12-2,14,
SC10,2023-12-2,15,
SC10,2023-12-2,16,
SC10,2023-12-2,17,
SC10,2023-12-2,18,
SC10,2023-12-2,19,
SC10,2023-12-2,20,
SC10,2023-12-2,21,
SC10,2023-12-2,22,
SC10,2023-12-2,23,
SC10,2023-12-3,0,
SC10,2023-12-3,1,
SC10,2023-12-3,2,
SC10,2023-12-3,3,
SC10,2023-12-3,4,
SC10,2023-12-3,5,
SC10,2023-12-3,6,
SC10,2023-12-3,7,
SC10,2023-12-3,8,
SC10,2023-12-3,9,
SC10,2023-12-3,10,
SC10,2023-12-3,11,
SC10,2023-12-3,12,
SC10,2023-12-3,13,
SC10,2023-12-3,14,
SC10,2023-12-3,15,
SC10,2023-12-3,16,
SC10,2023-12-3,17,
SC10,2023-12-3,18,
SC10,2023-12-3,19,
SC10,2023-12-3,20,
SC10,2023-12-3,21,
SC10,2023-12-3,22,
SC10,2023-12-3,23,
SC10,2023-12-4,0,
SC10,2023-12-4,1,
SC10,2023-12-4,2,
SC10,2023-12-4,3,
SC10,2023-12-4,4,
SC10,2023-12-4,5,
SC10,2023-12-4,6,
SC10,2023-12-4,7,
SC10,2023-12-4,8,
SC10,2023-12-4,9,
SC10,2023-12-4,10,
SC10,2023-12-4,11,
SC10,2023-12-4,12,
SC10,2023-12-4,13,
SC10,2023-12-4,14,
SC10,2023-12-4,15,
SC10,2023-12-4,16,
SC10,2023-12-4,17,
SC10,2023-12-4,18,
SC10,2023-12-4,19,
SC10,2023-12-4,20,
SC10,2023-12-4,21,
SC10,2023-12-4,22,
SC10,2023-12-4,23,
SC10,2023-12-5,0,
SC10,2023-12-5,1,
SC10,2023-12-5,2,
SC10,2023-12-5,3,
SC10,2023-12-5,4,
SC10,2023-12-5,5,
SC10,2023-12-5,6,
SC10,2023-12-5,7,
SC10,2023-12-5,8,
SC10,2023-12-5,9,
SC10,2023-12-5,10,
SC10,2023-12-5,11,
SC10,2023-12-5,12,
SC10,2023-12-5,13,
SC10,2023-12-5,14,
SC10,2023-12-5,15,
SC10,2023-12-5,16,
SC10,2023-12-5,17,
SC10,2023-12-5,18,
SC10,2023-12-5,19,
SC10,2023-12-5,20,
SC10,2023-12-5,21,
SC10,2023-12-5,22,
SC10,2023-12-5,23,
SC10,2023-12-6,0,
SC10,2023-12-6,1,
SC10,2023-12-6,2,
SC10,2023-12-6,3,
SC10,2023-12-6,4,
SC10,2023-12-6,5,
SC10,2023-12-6,6,
SC10,2023-12-6,7,
SC10,2023-12-6,8,
SC10,2023-12-6,9,
SC10,2023-12-6,10,
SC10,2023-12-6,11,
SC10,2023-12-6,12,
SC10,2023-12-6,13,
SC10,2023-12-6,14,
SC10,2023-12-6,15,
SC10,2023-12-6,16,
SC10,2023-12-6,17,
SC10,2023-12-6,18,
SC10,2023-12-6,19,
SC10,2023-12-6,20,
SC10,2023-12-6,21,
SC10,2023-12-6,22,
SC10,2023-12-6,23,
SC10,2023-12-7,0,
SC10,2023-12-7,1,
SC10,2023-12-7,2,
SC10,2023-12-7,3,
SC10,2023-12-7,4,
SC10,2023-12-7,5,
SC10,2023-12-7,6,
SC10,2023-12-7,7,
SC10,2023-12-7,8,
SC10,2023-12-7,9,
SC10,2023-12-7,10,
SC10,2023-12-7,11,
SC10,2023-12-7,12,
SC10,2023-12-7,13,
SC10,2023-12-7,14,
SC10,2023-12-7,15,
SC10,2023-12-7,16,
SC10,2023-12-7,17,
SC10,2023-12-7,18,
SC10,2023-12-7,19,
SC10,2023-12-7,20,
SC10,2023-12-7,21,
SC10,2023-12-7,22,
SC10,2023-12-7,23,
SC10,2023-12-8,0,
SC10,2023-12-8,1,
SC10,2023-12-8,2,
SC10,2023-12-8,3,
SC10,2023-12-8,4,
SC10,2023-12-8,5,
SC10,2023-12-8,6,
SC10,2023-12-8,7,
SC10,2023-12-8,8,
SC10,2023-12-8,9,
SC10,2023-12-8,10,
SC10,2023-12-8,11,
SC10,2023-12-8,12,
SC10,2023-12-8,13,
SC10,2023-12-8,14,
SC10,2023-12-8,15,
SC10,2023-12-8,16,
SC10,2023-12-8,17,
SC10,2023-12-8,18,
SC10,2023-12-8,19,
SC10,2023-12-8,20,
SC10,2023-12-8,21,
SC10,2023-12-8,22,
SC10,2023-12-8,23,
SC10,2023-12-9,0,
SC10,2023-12-9,1,
SC10,2023-12-9,2,
SC10,2023-12-9,3,
SC10,2023-12-9,4,
SC10,2023-12-9,5,
SC10,2023-12-9,6,
SC10,2023-12-9,7,
SC10,2023-12-9,8,
SC10,2023-12-9,9,
SC10,2023-12-9,10,
SC10,2023-12-9,11,
SC10,2023-12-9,12,
SC10,2023-12-9,13,
SC10,2023-12-9,14,
SC10,2023-12-9,15,
SC10,2023-12-9,16,
SC10,2023-12-9,17,
SC10,2023-12-9,18,
SC10,2023-12-9,19,
SC10,2023-12-9,20,
SC10,2023-12-9,21,
SC10,2023-12-9,22,
SC10,2023-12-9,23,
SC10,2023-12-10,0,
SC10,2023-12-10,1,
SC10,2023-12-10,2,
SC10,2023-12-10,3,
SC10,2023-12-10,4,
SC10,2023-12-10,5,
SC10,2023-12-10,6,
SC10,2023-12-10,7,
SC10,2023-12-10,8,
SC10,2023-12-10,9,
SC10,2023-12-10,10,
SC10,2023-12-10,11,
SC10,2023-12-10,12,
SC10,2023-12-10,13,
SC10,2023-12-10,14,
SC10,2023-12-10,15,
SC10,2023-12-10,16,
SC10,2023-12-10,17,
SC10,2023-12-10,18,
SC10,2023-12-10,19,
SC10,2023-12-10,20,
SC10,2023-12-10,21,
SC10,2023-12-10,22,
SC10,2023-12-10,23,
SC10,2023-12-11,0,
SC10,2023-12-11,1,
SC10,2023-12-11,2,
SC10,2023-12-11,3,
SC10,2023-12-11,4,
SC10,2023-12-11,5,
SC10,2023-12-11,6,
SC10,2023-12-11,7,
SC10,2023-12-11,8,
SC10,2023-12-11,9,
SC10,2023-12-11,10,
SC10,2023-12-11,11,
SC10,2023-12-11,12,
SC10,2023-12-11,13,
SC10,2023-12-11,14,
SC10,2023-12-11,15,
SC10,2023-12-11,16,
SC10,2023-12-11,17,
SC10,2023-12-11,18,
SC10,2023-12-11,19,
SC10,2023-12-11,20,
SC10,2023-12-11,21,
SC10,2023-12-11,22,
SC10,2023-12-11,23,
SC10,2023-12-12,0,
SC10,2023-12-12,1,
SC10,2023-12-12,2,
SC10,2023-12-12,3,
SC10,2023-12-12,4,
SC10,2023-12-12,5,
SC10,2023-12-12,6,
SC10,2023-12-12,7,
SC10,2023-12-12,8,
SC10,2023-12-12,9,
SC10,2023-12-12,10,
SC10,2023-12-12,11,
SC10,2023-12-12,12,
SC10,2023-12-12,13,
SC10,2023-12-12,14,
SC10,2023-12-12,15,
SC10,2023-12-12,16,
SC10,2023-12-12,17,
SC10,2023-12-12,18,
SC10,2023-12-12,19,
SC10,2023-12-12,20,
SC10,2023-12-12,21,
SC10,2023-12-12,22,
SC10,2023-12-12,23,
SC10,2023-12-13,0,
SC10,2023-12-13,1,
SC10,2023-12-13,2,
SC10,2023-12-13,3,
SC10,2023-12-13,4,
SC10,2023-12-13,5,
SC10,2023-12-13,6,
SC10,2023-12-13,7,
SC10,2023-12-13,8,
SC10,2023-12-13,9,
SC10,2023-12-13,10,
SC10,2023-12-13,11,
SC10,2023-12-13,12,
SC10,2023-12-13,13,
SC10,2023-12-13,14,
SC10,2023-12-13,15,
SC10,2023-12-13,16,
SC10,2023-12-13,17,
SC10,2023-12-13,18,
SC10,2023-12-13,19,
SC10,2023-12-13,20,
SC10,2023-12-13,21,
SC10,2023-12-13,22,
SC10,2023-12-13,23,
SC10,2023-12-14,0,
SC10,2023-12-14,1,
SC10,2023-12-14,2,
SC10,2023-12-14,3,
SC10,2023-12-14,4,
SC10,2023-12-14,5,
SC10,2023-12-14,6,
SC10,2023-12-14,7,
SC10,2023-12-14,8,
SC10,2023-12-14,9,
SC10,2023-12-14,10,
SC10,2023-12-14,11,
SC10,2023-12-14,12,
SC10,2023-12-14,13,
SC10,2023-12-14,14,
SC10,2023-12-14,15,
SC10,2023-12-14,16,
SC10,2023-12-14,17,
SC10,2023-12-14,18,
SC10,2023-12-14,19,
SC10,2023-12-14,20,
SC10,2023-12-14,21,
SC10,2023-12-14,22,
SC10,2023-12-14,23,
SC10,2023-12-15,0,
SC10,2023-12-15,1,
SC10,2023-12-15,2,
SC10,2023-12-15,3,
SC10,2023-12-15,4,
SC10,2023-12-15,5,
SC10,2023-12-15,6,
SC10,2023-12-15,7,
SC10,2023-12-15,8,
SC10,2023-12-15,9,
SC10,2023-12-15,10,
SC10,2023-12-15,11,
SC10,2023-12-15,12,
SC10,2023-12-15,13,
SC10,2023-12-15,14,
SC10,2023-12-15,15,
SC10,2023-12-15,16,
SC10,2023-12-15,17,
SC10,2023-12-15,18,
SC10,2023-12-15,19,
SC10,2023-12-15,20,
SC10,2023-12-15,21,
SC10,2023-12-15,22,
SC10,2023-12-15,23,
SC10,2023-12-16,0,
SC10,2023-12-16,1,
SC10,2023-12-16,2,
SC10,2023-12-16,3,
SC10,2023-12-16,4,
SC10,2023-12-16,5,
SC10,2023-12-16,6,
SC10,2023-12-16,7,
SC10,2023-12-16,8,
SC10,2023-12-16,9,
SC10,2023-12-16,10,
SC10,2023-12-16,11,
SC10,2023-12-16,12,
SC10,2023-12-16,13,
SC10,2023-12-16,14,
SC10,2023-12-16,15,
SC10,2023-12-16,16,
SC10,2023-12-16,17,
SC10,2023-12-16,18,
SC10,2023-12-16,19,
SC10,2023-12-16,20,
SC10,2023-12-16,21,
SC10,2023-12-16,22,
SC10,2023-12-16,23,
SC10,2023-12-17,0,
SC10,2023-12-17,1,
SC10,2023-12-17,2,
SC10,2023-12-17,3,
SC10,2023-12-17,4,
SC10,2023-12-17,5,
SC10,2023-12-17,6,
SC10,2023-12-17,7,
SC10,2023-12-17,8,
SC10,2023-12-17,9,
SC10,2023-12-17,10,
SC10,2023-12-17,11,
SC10,2023-12-17,12,
SC10,2023-12-17,13,
SC10,2023-12-17,14,
SC10,2023-12-17,15,
SC10,2023-12-17,16,
SC10,2023-12-17,17,
SC10,2023-12-17,18,
SC10,2023-12-17,19,
SC10,2023-12-17,20,
SC10,2023-12-17,21,
SC10,2023-12-17,22,
SC10,2023-12-17,23,
SC10,2023-12-18,0,
SC10,2023-12-18,1,
SC10,2023-12-18,2,
SC10,2023-12-18,3,
SC10,2023-12-18,4,
SC10,2023-12-18,5,
SC10,2023-12-18,6,
SC10,2023-12-18,7,
SC10,2023-12-18,8,
SC10,2023-12-18,9,
SC10,2023-12-18,10,
SC10,2023-12-18,11,
SC10,2023-12-18,12,
SC10,2023-12-18,13,
SC10,2023-12-18,14,
SC10,2023-12-18,15,
SC10,2023-12-18,16,
SC10,2023-12-18,17,
SC10,2023-12-18,18,
SC10,2023-12-18,19,
SC10,2023-12-18,20,
SC10,2023-12-18,21,
SC10,2023-12-18,22,
SC10,2023-12-18,23,
SC10,2023-12-19,0,
SC10,2023-12-19,1,
SC10,2023-12-19,2,
SC10,2023-12-19,3,
SC10,2023-12-19,4,
SC10,2023-12-19,5,
SC10,2023-12-19,6,
SC10,2023-12-19,7,
SC10,2023-12-19,8,
SC10,2023-12-19,9,
SC10,2023-12-19,10,
SC10,2023-12-19,11,
SC10,2023-12-19,12,
SC10,2023-12-19,13,
SC10,2023-12-19,14,
SC10,2023-12-19,15,
SC10,2023-12-19,16,
SC10,2023-12-19,17,
SC10,2023-12-19,18,
SC10,2023-12-19,19,
SC10,2023-12-19,20,
SC10,2023-12-19,21,
SC10,2023-12-19,22,
SC10,2023-12-19,23,
SC10,2023-12-20,0,
SC10,2023-12-20,1,
SC10,2023-12-20,2,
SC10,2023-12-20,3,
SC10,2023-12-20,4,
SC10,2023-12-20,5,
SC10,2023-12-20,6,
SC10,2023-12-20,7,
SC10,2023-12-20,8,
SC10,2023-12-20,9,
SC10,2023-12-20,10,
SC10,2023-12-20,11,
SC10,2023-12-20,12,
SC10,2023-12-20,13,
SC10,2023-12-20,14,
SC10,2023-12-20,15,
SC10,2023-12-20,16,
SC10,2023-12-20,17,
SC10,2023-12-20,18,
SC10,2023-12-20,19,
SC10,2023-12-20,20,
SC10,2023-12-20,21,
SC10,2023-12-20,22,
SC10,2023-12-20,23,
SC10,2023-12-21,0,
SC10,2023-12-21,1,
SC10,2023-12-21,2,
SC10,2023-12-21,3,
SC10,2023-12-21,4,
SC10,2023-12-21,5,
SC10,2023-12-21,6,
SC10,2023-12-21,7,
SC10,2023-12-21,8,
SC10,2023-12-21,9,
SC10,2023-12-21,10,
SC10,2023-12-21,11,
SC10,2023-12-21,12,
SC10,2023-12-21,13,
SC10,2023-12-21,14,
SC10,2023-12-21,15,
SC10,2023-12-21,16,
SC10,2023-12-21,17,
SC10,2023-12-21,18,
SC10,2023-12-21,19,
SC10,2023-12-21,20,
SC10,2023-12-21,21,
SC10,2023-12-21,22,
SC10,2023-12-21,23,
SC10,2023-12-22,0,
SC10,2023-12-22,1,
SC10,2023-12-22,2,
SC10,2023-12-22,3,
SC10,2023-12-22,4,
SC10,2023-12-22,5,
SC10,2023-12-22,6,
SC10,2023-12-22,7,
SC10,2023-12-22,8,
SC10,2023-12-22,9,
SC10,2023-12-22,10,
SC10,2023-12-22,11,
SC10,2023-12-22,12,
SC10,2023-12-22,13,
SC10,2023-12-22,14,
SC10,2023-12-22,15,
SC10,2023-12-22,16,
SC10,2023-12-22,17,
SC10,2023-12-22,18,
SC10,2023-12-22,19,
SC10,2023-12-22,20,
SC10,2023-12-22,21,
SC10,2023-12-22,22,
SC10,2023-12-22,23,
SC10,2023-12-23,0,
SC10,2023-12-23,1,
SC10,2023-12-23,2,
SC10,2023-12-23,3,
SC10,2023-12-23,4,
SC10,2023-12-23,5,
SC10,2023-12-23,6,
SC10,2023-12-23,7,
SC10,2023-12-23,8,
SC10,2023-12-23,9,
SC10,2023-12-23,10,
SC10,2023-12-23,11,
SC10,2023-12-23,12,
SC10,2023-12-23,13,
SC10,2023-12-23,14,
SC10,2023-12-23,15,
SC10,2023-12-23,16,
SC10,2023-12-23,17,
SC10,2023-12-23,18,
SC10,2023-12-23,19,
SC10,2023-12-23,20,
SC10,2023-12-23,21,
SC10,2023-12-23,22,
SC10,2023-12-23,23,
SC10,2023-12-24,0,
SC10,2023-12-24,1,
SC10,2023-12-24,2,
SC10,2023-12-24,3,
SC10,2023-12-24,4,
SC10,2023-12-24,5,
SC10,2023-12-24,6,
SC10,2023-12-24,7,
SC10,2023-12-24,8,
SC10,2023-12-24,9,
SC10,2023-12-24,10,
SC10,2023-12-24,11,
SC10,2023-12-24,12,
SC10,2023-12-24,13,
SC10,2023-12-24,14,
SC10,2023-12-24,15,
SC10,2023-12-24,16,
SC10,2023-12-24,17,
SC10,2023-12-24,18,
SC10,2023-12-24,19,
SC10,2023-12-24,20,
SC10,2023-12-24,21,
SC10,2023-12-24,22,
SC10,2023-12-24,23,
SC10,2023-12-25,0,
SC10,2023-12-25,1,
SC10,2023-12-25,2,
SC10,2023-12-25,3,
SC10,2023-12-25,4,
SC10,2023-12-25,5,
SC10,2023-12-25,6,
SC10,2023-12-25,7,
SC10,2023-12-25,8,
SC10,2023-12-25,9,
SC10,2023-12-25,10,
SC10,2023-12-25,11,
SC10,2023-12-25,12,
SC10,2023-12-25,13,
SC10,2023-12-25,14,
SC10,2023-12-25,15,
SC10,2023-12-25,16,
SC10,2023-12-25,17,
SC10,2023-12-25,18,
SC10,2023-12-25,19,
SC10,2023-12-25,20,
SC10,2023-12-25,21,
SC10,2023-12-25,22,
SC10,2023-12-25,23,
SC10,2023-12-26,0,
SC10,2023-12-26,1,
SC10,2023-12-26,2,
SC10,2023-12-26,3,
SC10,2023-12-26,4,
SC10,2023-12-26,5,
SC10,2023-12-26,6,
SC10,2023-12-26,7,
SC10,2023-12-26,8,
SC10,2023-12-26,9,
SC10,2023-12-26,10,
SC10,2023-12-26,11,
SC10,2023-12-26,12,
SC10,2023-12-26,13,
SC10,2023-12-26,14,
SC10,2023-12-26,15,
SC10,2023-12-26,16,
SC10,2023-12-26,17,
SC10,2023-12-26,18,
SC10,2023-12-26,19,
SC10,2023-12-26,20,
SC10,2023-12-26,21,
SC10,2023-12-26,22,
SC10,2023-12-26,23,
SC10,2023-12-27,0,
SC10,2023-12-27,1,
SC10,2023-12-27,2,
SC10,2023-12-27,3,
SC10,2023-12-27,4,
SC10,2023-12-27,5,
SC10,2023-12-27,6,
SC10,2023-12-27,7,
SC10,2023-12-27,8,
SC10,2023-12-27,9,
SC10,2023-12-27,10,
SC10,2023-12-27,11,
SC10,2023-12-27,12,
SC10,2023-12-27,13,
SC10,2023-12-27,14,
SC10,2023-12-27,15,
SC10,2023-12-27,16,
SC10,2023-12-27,17,
SC10,2023-12-27,18,
SC10,2023-12-27,19,
SC10,2023-12-27,20,
SC10,2023-12-27,21,
SC10,2023-12-27,22,
SC10,2023-12-27,23,
SC10,2023-12-28,0,
SC10,2023-12-28,1,
SC10,2023-12-28,2,
SC10,2023-12-28,3,
SC10,2023-12-28,4,
SC10,2023-12-28,5,
SC10,2023-12-28,6,
SC10,2023-12-28,7,
SC10,2023-12-28,8,
SC10,2023-12-28,9,
SC10,2023-12-28,10,
SC10,2023-12-28,11,
SC10,2023-12-28,12,
SC10,2023-12-28,13,
SC10,2023-12-28,14,
SC10,2023-12-28,15,
SC10,2023-12-28,16,
SC10,2023-12-28,17,
SC10,2023-12-28,18,
SC10,2023-12-28,19,
SC10,2023-12-28,20,
SC10,2023-12-28,21,
SC10,2023-12-28,22,
SC10,2023-12-28,23,
SC10,2023-12-29,0,
SC10,2023-12-29,1,
SC10,2023-12-29,2,
SC10,2023-12-29,3,
SC10,2023-12-29,4,
SC10,2023-12-29,5,
SC10,2023-12-29,6,
SC10,2023-12-29,7,
SC10,2023-12-29,8,
SC10,2023-12-29,9,
SC10,2023-12-29,10,
SC10,2023-12-29,11,
SC10,2023-12-29,12,
SC10,2023-12-29,13,
SC10,2023-12-29,14,
SC10,2023-12-29,15,
SC10,2023-12-29,16,
SC10,2023-12-29,17,
SC10,2023-12-29,18,
SC10,2023-12-29,19,
SC10,2023-12-29,20,
SC10,2023-12-29,21,
SC10,2023-12-29,22,
SC10,2023-12-29,23,
SC10,2023-12-30,0,
SC10,2023-12-30,1,
SC10,2023-12-30,2,
SC10,2023-12-30,3,
SC10,2023-12-30,4,
SC10,2023-12-30,5,
SC10,2023-12-30,6,
SC10,2023-12-30,7,
SC10,2023-12-30,8,
SC10,2023-12-30,9,
SC10,2023-12-30,10,
SC10,2023-12-30,11,
SC10,2023-12-30,12,
SC10,2023-12-30,13,
SC10,2023-12-30,14,
SC10,2023-12-30,15,
SC10,2023-12-30,16,
SC10,2023-12-30,17,
SC10,2023-12-30,18,
SC10,2023-12-30,19,
SC10,2023-12-30,20,
SC10,2023-12-30,21,
SC10,2023-12-30,22,
SC10,2023-12-30,23,
SC12,2023-12-1,0,-696754918.4
SC12,2023-12-1,1,-1009661218
SC12,2023-12-1,2,-979257367.1
SC12,2023-12-1,3,-1923043575
SC12,2023-12-1,4,-1145211720
SC12,2023-12-1,5,-554870280.4
SC12,2023-12-1,6,-971656404.3
SC12,2023-12-1,7,-851307827.5
SC12,2023-12-1,8,-700555399.7
SC12,2023-12-1,9,-1402377627
SC12,2023-12-1,10,-796834261.2
SC12,2023-12-1,11,-477593825.9
SC12,2023-12-1,12,-909581875.2
SC12,2023-12-1,13,-1147745375
SC12,2023-12-1,14,-1150279029
SC12,2023-12-1,15,-663817413.1
SC12,2023-12-1,16,-822170803.7
SC12,2023-12-1,17,-513064985.3
SC12,2023-12-1,18,-736026559.2
SC12,2023-12-1,19,-567538551.7
SC12,2023-12-1,20,-307838991.2
SC12,2023-12-1,21,-706889535.3
SC12,2023-12-1,22,-957721306
SC12,2023-12-1,23,-575139514.4
SC12,2023-12-2,0,2075260510
SC12,2023-12-2,1,2989213623
SC12,2023-12-2,2,3043715415
SC12,2023-12-2,3,2188456538
SC12,2023-12-2,4,2725089558
SC12,2023-12-2,5,2360346802
SC12,2023-12-2,6,3488114635
SC12,2023-12-2,7,3232375461
SC12,2023-12-2,8,2792168686
SC12,2023-12-2,9,2112992519
SC12,2023-12-2,10,2381309030
SC12,2023-12-2,11,4880006532
SC12,2023-12-2,12,3643235117
SC12,2023-12-2,13,3588733326
SC12,2023-12-2,14,3475537298
SC12,2023-12-2,15,3542616426
SC12,2023-12-2,16,3479729744
SC12,2023-12-2,17,3425227953
SC12,2023-12-2,18,3123371879
SC12,2023-12-2,19,1840483563
SC12,2023-12-2,20,1513472816
SC12,2023-12-2,21,2884402486
SC12,2023-12-2,22,2750244231
SC12,2023-12-2,23,1710517754
SC12,2023-12-3,0,1948601418
SC12,2023-12-3,1,5542688477
SC12,2023-12-3,2,4841191967
SC12,2023-12-3,3,8244749110
SC12,2023-12-3,4,3091780916
SC12,2023-12-3,5,2234396292
SC12,2023-12-3,6,3048478662
SC12,2023-12-3,7,1264425809
SC12,2023-12-3,8,3256329480
SC12,2023-12-3,9,3005176409
SC12,2023-12-3,10,2996515958
SC12,2023-12-3,11,285794874.6
SC12,2023-12-3,12,3680691567
SC12,2023-12-3,13,4693964304
SC12,2023-12-3,14,4399508979
SC12,2023-12-3,15,4962438277
SC12,2023-12-3,16,5759199746
SC12,2023-12-3,17,5265554053
SC12,2023-12-3,18,4685303853
SC12,2023-12-3,19,3464180298
SC12,2023-12-3,20,8660450.745
SC12,2023-12-3,21,0
SC12,2023-12-3,22,0
SC12,2023-12-3,23,0
SC12,2023-12-4,0,0
SC12,2023-12-4,1,0
SC12,2023-12-4,2,0
SC12,2023-12-4,3,0
SC12,2023-12-4,4,0
SC12,2023-12-4,5,0
SC12,2023-12-4,6,0
SC12,2023-12-4,7,1238779065
SC12,2023-12-4,8,5898947928
SC12,2023-12-4,9,14039496069
SC12,2023-12-4,10,16300759442
SC12,2023-12-4,11,10814737868
SC12,2023-12-4,12,16104127844
SC12,2023-12-4,13,17028296353
SC12,2023-12-4,14,13390611797
SC12,2023-12-4,15,14078822389
SC12,2023-12-4,16,6764126958
SC12,2023-12-4,17,11404632661
SC12,2023-12-4,18,8356842898
SC12,2023-12-4,19,4227579349
SC12,2023-12-4,20,0
SC12,2023-12-4,21,0
SC12,2023-12-4,22,0
SC12,2023-12-4,23,0
SC12,2023-12-5,0,0
SC12,2023-12-5,1,0
SC12,2023-12-5,2,0
SC12,2023-12-5,3,0
SC12,2023-12-5,4,0
SC12,2023-12-5,5,0
SC12,2023-12-5,6,0
SC12,2023-12-5,7,1106963068
SC12,2023-12-5,8,9932749691
SC12,2023-12-5,9,29528987787
SC12,2023-12-5,10,20134760670
SC12,2023-12-5,11,13642571865
SC12,2023-12-5,12,13283556816
SC12,2023-12-5,13,22976963141
SC12,2023-12-5,14,24891710070
SC12,2023-12-5,15,8975376227
SC12,2023-12-5,16,16873707307
SC12,2023-12-5,17,13373310578
SC12,2023-12-5,18,20045006907
SC12,2023-12-5,19,4697113559
SC12,2023-12-5,20,0
SC12,2023-12-5,21,0
SC12,2023-12-5,22,0
SC12,2023-12-5,23,0
SC12,2023-12-6,0,0
SC12,2023-12-6,1,0
SC12,2023-12-6,2,0
SC12,2023-12-6,3,0
SC12,2023-12-6,4,0
SC12,2023-12-6,5,0
SC12,2023-12-6,6,0
SC12,2023-12-6,7,2239120175
SC12,2023-12-6,8,16560159624
SC12,2023-12-6,9,38018394631
SC12,2023-12-6,10,44549161806
SC12,2023-12-6,11,15813786233
SC12,2023-12-6,12,14134446102
SC12,2023-12-6,13,38251636315
SC12,2023-12-6,14,18006258070
SC12,2023-12-6,15,35079549401
SC12,2023-12-6,16,13154831026
SC12,2023-12-6,17,23510761833
SC12,2023-12-6,18,24956860279
SC12,2023-12-6,19,7976865622
SC12,2023-12-6,20,0
SC12,2023-12-6,21,0
SC12,2023-12-6,22,0
SC12,2023-12-6,23,0
SC12,2023-12-7,0,0
SC12,2023-12-7,1,0
SC12,2023-12-7,2,0
SC12,2023-12-7,3,0
SC12,2023-12-7,4,0
SC12,2023-12-7,5,0
SC12,2023-12-7,6,0
SC12,2023-12-7,7,1883648037
SC12,2023-12-7,8,20531763605
SC12,2023-12-7,9,58141936080
SC12,2023-12-7,10,46588894785
SC12,2023-12-7,11,21913105499
SC12,2023-12-7,12,35663736170
SC12,2023-12-7,13,41691409889
SC12,2023-12-7,14,50795708735
SC12,2023-12-7,15,40624009334
SC12,2023-12-7,16,28882603236
SC12,2023-12-7,17,31456922220
SC12,2023-12-7,18,35726524438
SC12,2023-12-7,19,15006396029
SC12,2023-12-7,20,0
SC12,2023-12-7,21,0
SC12,2023-12-7,22,0
SC12,2023-12-7,23,0
SC12,2023-12-8,0,0
SC12,2023-12-8,1,0
SC12,2023-12-8,2,0
SC12,2023-12-8,3,0
SC12,2023-12-8,4,0
SC12,2023-12-8,5,400678290.3
SC12,2023-12-8,6,3736782181
SC12,2023-12-8,7,4943149091
SC12,2023-12-8,8,21477130535
SC12,2023-12-8,9,89573270605
SC12,2023-12-8,10,83351720886
SC12,2023-12-8,11,19943049783
SC12,2023-12-8,12,50454211416
SC12,2023-12-8,13,35709990850
SC12,2023-12-8,14,63238217687
SC12,2023-12-8,15,23693024955
SC12,2023-12-8,16,62300723894
SC12,2023-12-8,17,48408770412
SC12,2023-12-8,18,38948605772
SC12,2023-12-8,19,20965770284
SC12,2023-12-8,20,1748278777
SC12,2023-12-8,21,0
SC12,2023-12-8,22,0
SC12,2023-12-8,23,0
SC12,2023-12-9,0,0
SC12,2023-12-9,1,0
SC12,2023-12-9,2,0
SC12,2023-12-9,3,0
SC12,2023-12-9,4,0
SC12,2023-12-9,5,0
SC12,2023-12-9,6,0
SC12,2023-12-9,7,9225348328
SC12,2023-12-9,8,54493918032
SC12,2023-12-9,9,1.46104E+11
SC12,2023-12-9,10,84851750321
SC12,2023-12-9,11,48808528946
SC12,2023-12-9,12,77128202884
SC12,2023-12-9,13,76806388407
SC12,2023-12-9,14,52026673711
SC12,2023-12-9,15,37759565250
SC12,2023-12-9,16,29606931844
SC12,2023-12-9,17,45912198657
SC12,2023-12-9,18,36150492868
SC12,2023-12-9,19,4827217148
SC12,2023-12-9,20,0
SC12,2023-12-9,21,0
SC12,2023-12-9,22,0
SC12,2023-12-9,23,7010118209
SC12,2023-12-10,0,31055785888
SC12,2023-12-10,1,47736404509
SC12,2023-12-10,2,48414478437
SC12,2023-12-10,3,41498124374
SC12,2023-12-10,4,24546276182
SC12,2023-12-10,5,7187583633
SC12,2023-12-10,6,4746517494
SC12,2023-12-10,7,7594427990
SC12,2023-12-10,8,42311813088
SC12,2023-12-10,9,62111571776
SC12,2023-12-10,10,79063419968
SC12,2023-12-10,11,10577953272
SC12,2023-12-10,12,55330832499
SC12,2023-12-10,13,74181287689
SC12,2023-12-10,14,44752879227
SC12,2023-12-10,15,35937918167
SC12,2023-12-10,16,24139431826
SC12,2023-12-10,17,37158451237
SC12,2023-12-10,18,22918898756
SC12,2023-12-10,19,23190128327
SC12,2023-12-10,20,63332104846
SC12,2023-12-10,21,93981046377
SC12,2023-12-10,22,88692069741
SC12,2023-12-10,23,2.17526E+11
SC12,2023-12-11,0,1.21511E+11
SC12,2023-12-11,1,2.0683E+11
